airline,dep_airport,arr_airport,aircraft_type,month,day_of_week,dep_hour,weather_severity,wind_speed,visibility,congestion,distance,prev_delay,delay_minutes,is_delayed
DL,EWR,DTW,E175,12,2,20,4,4,8.0,1,1119,42,11,0
DL,MCO,DTW,737,7,1,20,7,42,5.8,5,1134,23,17,1
AA,DTW,MCO,737MAX,8,3,14,2,27,2.9,8,1106,50,9,0
WN,MSP,BOS,737,7,6,8,1,67,1.4,1,1406,53,18,1
AA,SEA,DFW,737,9,2,19,2,2,9.1,7,2500,17,13,0
WN,SEA,EWR,E175,3,0,11,3,78,9.0,10,464,27,11,0
AS,BOS,SEA,E175,9,5,22,8,14,6.4,2,627,34,6,0
NK,ORD,SEA,737MAX,2,4,13,1,3,3.7,10,1485,26,8,0
WN,EWR,MCO,A380,7,6,5,10,47,6.7,2,1717,24,22,1
DL,PHX,LAX,A320,8,2,19,7,9,10.0,6,1209,72,11,0
NK,LAS,CLT,E175,4,5,16,3,39,1.4,10,598,51,14,0
AS,LAS,LAX,787,10,0,19,10,26,0.4,3,2023,60,21,1
DL,ORD,JFK,777,10,4,13,6,57,7.9,10,740,62,14,0
WN,ORD,JFK,787,10,6,17,2,21,8.7,7,740,86,9,0
AA,DFW,SFO,A319,7,1,7,1,69,4.6,9,1110,51,14,0
AA,PHX,ATL,A350,5,1,21,6,77,0.3,10,473,72,27,1
AA,PHX,MSP,A320,6,3,10,3,54,4.5,5,2952,2,9,0
B6,LAS,DFW,737MAX,6,3,13,10,76,4.9,9,1599,70,23,1
F9,BOS,LAX,E175,3,1,9,3,79,5.2,2,1494,21,15,0
DL,JFK,ATL,787,5,5,22,5,7,8.7,9,2352,12,9,0
DL,DEN,SFO,737,2,4,19,3,34,8.8,3,883,64,13,0
AS,DTW,CLT,A321,1,2,10,5,2,2.1,6,817,45,5,0
F9,ATL,CLT,737MAX,6,0,15,6,63,1.1,10,549,54,23,1
AS,LAS,PHX,A380,9,4,13,7,1,7.0,5,2438,55,11,0
WN,BOS,DTW,A380,6,4,10,1,12,9.3,8,1570,63,9,0
F9,DFW,BOS,737MAX,7,6,5,8,74,9.7,5,1823,82,29,1
F9,LAX,MSP,787,11,4,17,8,42,7.6,9,2742,27,18,1
AA,SFO,MIA,A321,6,1,18,7,34,4.7,2,705,2,12,0
WN,SFO,PHX,A321,9,1,12,2,25,6.3,7,353,87,10,0
DL,ATL,SFO,A320,6,3,17,1,65,7.7,7,2246,77,15,0
B6,LGA,ORD,A320,4,5,12,2,54,5.3,8,2268,7,5,0
B6,EWR,LAX,A380,1,4,18,9,72,2.0,6,2089,11,24,1
NK,PHX,JFK,A380,6,4,12,7,9,3.6,2,1405,27,11,0
NK,ATL,MCO,A350,9,0,22,3,29,0.4,1,857,32,5,0
WN,MCO,DFW,E175,10,2,10,3,14,9.1,6,2920,22,13,0
UA,CLT,MSP,787,6,1,21,10,9,6.3,1,2554,38,14,0
DL,LGA,DEN,737MAX,10,5,9,5,31,3.0,7,2974,3,5,0
NK,LAS,SFO,E175,5,0,16,8,50,4.0,6,728,30,21,1
NK,CLT,SEA,A320,12,4,16,1,61,8.5,1,1553,87,18,1
UA,EWR,DFW,777,5,6,16,2,6,10.0,1,545,72,17,1
DL,BOS,SFO,E175,9,6,22,6,40,0.3,3,771,77,11,0
B6,CLT,ORD,787,8,1,6,2,70,0.3,10,1074,3,14,0
UA,MSP,MCO,737,2,2,10,7,55,8.1,3,1546,67,18,1
B6,ATL,MIA,E175,12,5,13,10,29,9.9,4,1533,43,24,1
UA,DFW,PHX,A321,12,0,17,6,71,1.1,9,2206,64,29,1
F9,MSP,SEA,737,10,5,15,9,58,9.9,7,2995,64,21,1
B6,LGA,EWR,A319,2,0,6,3,25,9.5,9,1556,86,12,0
DL,DEN,BOS,737,7,1,14,10,9,4.4,10,2465,61,18,1
AS,CLT,DTW,A320,11,4,19,3,47,3.6,4,1616,40,8,0
B6,DFW,LAS,A321,4,0,16,9,19,6.2,7,2185,65,14,0
DL,ORD,MIA,A350,10,2,9,10,72,1.4,3,2846,65,24,1
UA,MCO,SEA,737,12,2,12,7,17,3.0,10,455,0,10,0
DL,DTW,DFW,A319,5,1,21,7,9,2.6,2,1975,71,12,0
NK,MSP,DEN,737MAX,7,6,7,6,25,3.6,4,2764,20,15,0
AA,ATL,SEA,E175,4,2,6,10,26,0.5,1,1367,83,16,1
WN,BOS,JFK,A380,11,3,7,5,14,1.4,6,187,19,16,1
AS,MCO,JFK,A320,10,4,19,1,37,6.3,9,2189,80,14,0
DL,ATL,PHX,787,1,0,18,2,3,6.4,6,1925,45,5,0
AA,CLT,SFO,787,6,3,14,6,25,0.7,3,1134,66,17,1
WN,ATL,MSP,777,2,1,10,1,71,9.6,5,1169,42,10,0
AS,LAS,BOS,A319,11,2,12,5,27,8.9,10,1888,27,5,0
DL,SEA,BOS,737,12,4,19,7,36,8.0,3,1287,4,12,0
DL,MCO,MIA,737MAX,2,0,11,10,65,5.7,1,1617,73,13,0
AS,MCO,EWR,A380,3,2,5,8,47,9.5,4,1257,1,16,1
B6,MSP,MIA,E175,9,0,9,4,22,4.2,8,2729,58,14,0
F9,PHX,SEA,E175,2,2,19,7,35,6.8,8,1544,75,18,1
AA,DEN,SEA,A319,12,1,15,7,20,9.5,8,1024,15,13,0
AS,JFK,LAX,737MAX,12,4,18,9,43,6.0,2,2475,67,15,0
AA,PHX,BOS,A321,9,2,7,9,77,4.1,9,2755,22,26,1
B6,DEN,LAS,A321,9,3,18,8,35,8.4,10,2366,40,23,1
AS,EWR,DFW,737MAX,2,6,10,5,21,4.7,9,974,74,16,1
DL,MIA,LGA,737,11,2,21,3,65,9.9,3,968,51,16,1
B6,MSP,SFO,777,7,5,10,4,34,1.1,3,2996,45,16,1
UA,PHX,DTW,E175,12,1,20,9,62,9.2,10,2222,6,15,0
WN,BOS,MIA,E175,5,2,22,4,22,3.8,5,2496,71,14,0
NK,PHX,SEA,E175,6,6,9,2,61,5.5,3,2997,10,4,0
NK,DTW,PHX,787,10,4,14,10,28,9.5,4,2735,15,10,0
AA,ATL,LGA,787,9,3,8,10,11,4.7,9,363,57,18,1
F9,JFK,DEN,737MAX,8,5,18,8,12,9.0,1,1138,13,14,0
DL,ORD,PHX,737,8,0,5,6,27,8.0,6,384,3,12,0
WN,SEA,DFW,A380,9,2,9,8,25,3.0,1,2567,44,10,0
F9,DEN,LGA,E175,8,3,7,4,26,1.7,6,2209,44,15,0
NK,SFO,ORD,E175,6,4,17,1,78,3.5,8,850,59,27,1
AA,MCO,LAS,A380,3,3,22,1,75,8.6,10,873,0,8,0
WN,LAX,DFW,A380,4,5,16,4,62,1.3,7,1759,53,22,1
UA,DEN,PHX,777,12,2,11,2,77,1.9,8,479,36,19,1
B6,ORD,LGA,737MAX,8,1,14,4,52,6.1,5,2715,26,14,0
B6,DFW,ORD,A380,1,5,8,1,22,2.4,8,817,76,15,0
AS,EWR,SEA,A320,11,6,20,4,6,3.9,6,2521,44,18,1
AA,MSP,ORD,777,4,5,9,8,1,3.2,9,992,16,9,0
UA,SEA,DEN,A320,2,0,8,2,66,7.7,9,1024,4,15,0
B6,MIA,ATL,E175,3,6,17,6,63,8.0,8,1447,69,21,1
DL,CLT,EWR,777,7,6,22,3,71,9.5,4,1885,76,13,0
AS,JFK,MIA,737,3,0,14,1,68,1.6,7,1090,88,19,1
WN,SEA,MCO,787,1,4,8,1,23,7.5,2,899,74,7,0
B6,DFW,JFK,787,12,4,13,3,15,1.4,7,1817,53,16,1
UA,LAX,LGA,787,12,0,19,1,23,5.0,2,1500,30,6,0
DL,LAX,CLT,737MAX,12,3,20,8,29,0.6,8,889,88,23,1
DL,SFO,CLT,787,9,0,8,6,75,3.9,10,2371,33,9,0
NK,LAX,CLT,737,11,1,16,7,45,9.1,8,2072,6,21,1
NK,DFW,LAX,A320,2,0,13,5,20,1.2,2,837,43,9,0
B6,JFK,ORD,737,11,6,21,9,76,4.6,4,740,82,24,1
AS,LGA,DTW,737MAX,7,1,6,9,30,6.5,5,2536,84,16,1
NK,DFW,MIA,737MAX,7,1,22,6,27,4.1,7,1897,41,7,0
UA,MIA,DTW,777,5,0,13,5,10,4.3,8,2170,50,8,0
NK,MSP,DTW,E175,3,2,11,9,46,8.4,3,2447,44,12,0
B6,ATL,DTW,737MAX,5,4,21,9,24,3.7,5,417,45,10,0
UA,PHX,EWR,777,9,0,8,3,64,3.8,6,2052,21,7,0
AA,LAX,SEA,A321,1,1,19,6,12,9.0,7,954,76,14,0
WN,JFK,ORD,737MAX,6,5,15,5,11,5.9,4,740,70,12,0
B6,SFO,PHX,A320,1,2,12,7,50,0.7,2,548,78,15,0
UA,MCO,EWR,A319,9,5,19,7,73,9.5,3,2167,24,19,1
F9,BOS,MIA,787,2,0,14,10,43,3.8,5,2214,67,19,1
WN,PHX,SEA,A350,1,0,19,2,5,3.7,3,2258,28,10,0
NK,MCO,EWR,A380,4,3,17,10,40,8.4,7,2980,75,17,1
F9,MCO,SFO,A321,8,6,15,2,50,8.8,9,1768,29,22,1
B6,SFO,ATL,A319,2,3,11,9,44,5.3,1,1372,81,18,1
F9,MCO,LGA,787,9,2,16,1,43,3.8,8,514,73,14,0
AA,LAX,ATL,777,8,5,13,5,16,5.1,2,2466,42,8,0
DL,LAS,JFK,737MAX,11,6,19,6,64,5.0,8,1505,47,20,1
F9,ATL,CLT,787,10,0,11,1,39,5.7,9,2227,80,10,0
UA,MSP,DFW,777,2,4,21,7,79,1.1,3,1652,60,25,1
NK,EWR,DFW,A320,6,5,19,2,68,1.7,5,521,18,28,1
AS,CLT,ATL,777,6,0,22,8,36,1.4,5,708,53,10,0
AS,EWR,DTW,787,11,3,13,10,47,2.5,10,2080,58,21,1
B6,SEA,EWR,737MAX,6,3,9,6,2,2.2,6,1207,16,12,0
WN,DTW,JFK,A320,12,2,20,1,50,8.2,8,1238,30,8,0
F9,DEN,JFK,737MAX,9,6,14,10,64,8.8,4,1956,11,21,1
WN,ATL,DTW,A319,12,0,14,9,50,3.5,4,2725,57,15,0
F9,DEN,EWR,737MAX,1,3,7,3,28,9.8,10,1435,81,17,1
AS,LAS,PHX,A380,8,0,7,8,68,5.7,1,2656,15,7,0
DL,EWR,MSP,787,10,0,17,4,26,7.7,10,2818,2,12,0
AS,LGA,LAX,737,10,6,6,5,5,1.1,5,2420,27,5,0
UA,DEN,PHX,777,12,6,18,9,22,2.4,10,2929,30,19,1
AS,ATL,DFW,A350,4,2,7,8,17,8.3,5,730,28,10,0
F9,EWR,MCO,A321,9,6,18,4,9,1.0,3,744,69,15,0
B6,BOS,LAX,A321,4,5,6,10,20,2.5,8,2819,65,14,0
AS,LAS,DEN,737MAX,8,1,6,7,40,9.6,7,1655,37,16,1
UA,DTW,CLT,A321,5,2,12,8,34,7.2,1,2019,40,13,0
AS,EWR,MSP,787,8,1,15,10,78,4.0,1,787,89,26,1
UA,LGA,PHX,A380,4,6,20,4,9,7.7,1,2342,53,11,0
WN,SFO,JFK,E175,12,4,12,1,30,1.5,5,2348,78,12,0
B6,ORD,MIA,787,12,1,10,7,76,5.2,9,1865,29,12,0
NK,PHX,MSP,777,8,6,15,9,2,3.6,9,1287,45,21,1
DL,ORD,LAX,A319,1,4,6,1,9,4.4,10,357,59,7,0
DL,EWR,BOS,777,4,2,13,1,77,4.9,2,2292,26,3,0
AS,MIA,LGA,777,9,0,14,1,42,4.6,4,2805,20,2,0
AS,DTW,LAS,737MAX,4,6,17,9,66,1.7,4,1331,4,18,1
WN,LAS,JFK,E175,4,3,21,2,25,0.6,9,350,18,13,0
NK,MIA,ORD,787,6,5,21,9,24,0.3,1,1377,85,17,1
AA,LGA,DFW,A380,4,5,22,6,72,2.9,3,2188,34,20,1
AS,LAS,PHX,A321,1,6,11,7,64,8.2,3,940,15,11,0
WN,LGA,PHX,A319,1,3,7,1,0,5.2,8,1071,21,5,0
B6,EWR,SEA,A319,4,1,11,7,6,5.5,10,610,55,6,0
DL,ATL,DTW,A321,3,4,6,3,17,5.2,3,2127,75,7,0
B6,DFW,PHX,E175,4,1,16,4,7,7.5,10,1589,5,7,0
WN,MIA,LGA,777,5,1,20,7,58,3.0,1,2644,59,20,1
F9,CLT,ORD,737MAX,5,4,17,5,74,1.9,8,567,50,26,1
NK,MIA,MCO,A350,11,4,17,9,63,7.5,6,1890,36,18,1
AA,MSP,SEA,A320,1,6,15,8,39,4.4,5,725,45,20,1
B6,LAS,LGA,A380,10,5,5,6,79,5.8,5,2694,69,16,1
AA,LAX,DTW,787,5,6,15,4,18,3.4,2,2999,9,19,1
NK,DFW,PHX,A350,2,3,21,7,66,2.3,2,2048,70,27,1
AS,LAX,SEA,A350,2,6,18,10,71,7.7,7,954,87,23,1
AA,EWR,BOS,E175,7,3,16,1,6,6.9,5,1211,47,16,1
AS,LGA,EWR,A380,2,6,11,9,62,3.7,10,2179,83,22,1
AS,DFW,ATL,A320,11,4,7,4,74,6.0,2,730,71,9,0
DL,SEA,CLT,737,7,6,21,8,32,4.4,8,1466,68,15,0
F9,SFO,CLT,E175,11,5,10,7,73,7.3,5,1292,50,10,0
WN,SEA,MSP,A321,3,3,20,8,24,3.0,7,2292,35,17,1
UA,MCO,DEN,777,1,2,9,8,16,1.0,1,2179,8,15,0
AS,ATL,LAS,787,10,4,15,8,48,5.4,3,1080,10,18,1
UA,SEA,LAS,737,1,6,14,9,68,9.0,3,2110,38,22,1
NK,SFO,LAX,A319,2,2,16,4,62,3.1,3,337,8,11,0
F9,JFK,LGA,A320,11,6,22,1,18,7.4,7,2602,66,14,0
DL,MIA,SFO,A321,5,3,19,1,51,8.2,5,1764,3,10,0
UA,MSP,DEN,A321,4,6,10,1,14,6.5,8,1924,83,10,0
AS,EWR,MIA,737,8,3,19,2,25,1.7,9,1125,2,10,0
AS,LGA,ATL,737MAX,3,5,12,6,17,5.5,9,2063,34,8,0
DL,DFW,EWR,A319,9,3,12,8,4,8.8,5,2824,36,17,1
AS,LAS,DEN,A350,7,2,8,6,55,0.8,9,507,15,24,1
NK,PHX,DEN,787,11,6,19,2,19,7.3,8,2761,9,16,1
B6,SEA,DTW,737MAX,12,0,10,1,43,5.8,7,2471,29,8,0
WN,DTW,LGA,777,11,5,14,3,79,6.9,10,2804,21,17,1
NK,LAS,SEA,A320,11,3,13,7,42,3.6,9,675,24,8,0
AA,SEA,EWR,777,11,5,10,10,53,8.2,9,853,28,18,1
AS,SEA,MSP,A380,11,2,10,6,29,7.8,4,2833,57,11,0
DL,DEN,BOS,A380,5,1,19,5,29,5.1,4,868,48,12,0
B6,PHX,DEN,787,12,3,18,9,4,8.5,9,1130,41,16,1
B6,JFK,MCO,A321,1,1,15,2,62,6.2,8,974,40,16,1
DL,ATL,EWR,777,8,3,5,8,61,2.8,2,1345,84,16,1
AS,SEA,SFO,A350,6,1,16,8,26,3.3,8,880,82,16,1
NK,PHX,LAS,737MAX,5,4,9,3,39,0.5,6,1625,30,22,1
AS,CLT,DFW,A319,7,3,11,2,54,3.9,2,943,20,16,1
UA,LAS,CLT,A380,8,1,21,2,55,5.1,2,2800,47,14,0
AA,ORD,PHX,A380,8,5,5,9,31,7.1,8,2265,47,17,1
DL,SEA,EWR,737,9,0,14,7,74,0.4,4,1180,2,16,1
NK,ORD,MSP,A319,7,6,18,3,49,3.1,10,1634,39,19,1
WN,SFO,SEA,A380,1,1,12,10,0,3.6,4,405,45,9,0
B6,DTW,SFO,A321,6,0,12,3,54,2.4,9,1376,53,19,1
NK,EWR,DFW,787,4,0,21,6,59,2.8,8,2611,34,22,1
DL,LGA,DTW,A380,2,2,10,2,3,4.0,1,1537,45,0,0
AS,DTW,DFW,A380,6,6,9,8,62,7.9,10,2003,67,24,1
NK,DTW,JFK,E175,2,4,18,6,33,4.9,7,705,55,15,0
AS,ATL,ORD,777,11,3,21,8,13,5.9,10,606,42,13,0
F9,ORD,CLT,A320,11,5,11,6,19,4.6,8,431,8,18,1
B6,DTW,JFK,787,1,5,20,8,33,2.6,5,812,65,22,1
UA,DTW,MCO,A319,8,1,12,8,12,7.9,5,1653,8,12,0
UA,SEA,ATL,E175,1,3,10,1,68,9.4,8,1237,18,16,1
AS,LGA,ORD,A320,11,5,10,6,10,7.0,7,819,86,6,0
B6,DEN,MSP,A321,6,5,10,6,29,2.7,5,362,45,16,1
NK,MCO,MIA,787,11,0,11,1,42,8.3,5,1643,3,2,0
AA,DEN,ATL,787,6,4,21,3,54,7.1,3,632,37,11,0
AA,ATL,LAS,A380,4,3,9,1,58,7.7,9,2042,86,12,0
DL,JFK,SEA,787,10,6,10,6,7,2.7,9,2932,80,16,1
UA,CLT,DTW,737,2,2,20,5,16,2.9,6,2527,6,11,0
AS,MSP,LAS,E175,6,1,15,10,3,9.6,9,982,41,16,1
F9,DEN,ORD,A350,4,2,14,5,44,3.5,1,920,74,13,0
B6,CLT,ATL,A319,7,6,19,6,34,8.0,4,2763,58,15,0
AS,ORD,DTW,A380,7,2,19,4,65,5.8,9,968,25,15,0
AA,ATL,CLT,A319,4,5,6,7,35,7.5,8,1888,41,12,0
NK,LAX,PHX,A350,10,3,13,2,23,8.8,4,1630,7,0,0
DL,BOS,DTW,A320,4,2,18,10,12,6.6,1,374,57,2,0
UA,MSP,DTW,737,11,6,12,10,4,9.1,8,2057,47,12,0
B6,JFK,DEN,A319,5,5,9,5,73,9.2,2,2701,78,20,1
F9,DEN,BOS,E175,7,4,9,9,6,8.6,4,2445,25,11,0
AS,CLT,DFW,777,2,4,22,9,77,4.9,2,2848,9,16,1
NK,MSP,DFW,E175,4,6,10,6,42,8.3,2,2081,62,4,0
WN,DFW,BOS,A319,12,3,7,9,48,3.6,4,1490,6,17,1
NK,DTW,MCO,737MAX,7,6,8,6,44,2.1,3,346,52,23,1
WN,PHX,MCO,E175,8,5,19,1,23,8.7,7,650,16,12,0
AS,DFW,SEA,737MAX,3,3,18,2,55,5.8,1,529,40,6,0
UA,BOS,JFK,A321,11,0,15,7,68,6.4,2,187,57,14,0
UA,LGA,MSP,A380,10,6,6,7,20,2.7,5,2239,49,14,0
UA,EWR,SFO,E175,7,0,14,3,2,8.5,6,1862,8,7,0
B6,ATL,SFO,A320,8,1,15,9,22,2.6,6,1382,47,18,1
AA,MSP,SEA,737MAX,10,5,14,9,35,3.6,7,1694,15,10,0
UA,PHX,EWR,A350,11,0,19,4,7,3.5,2,2716,86,9,0
WN,SFO,DEN,737,10,3,8,6,45,7.4,10,1398,83,18,1
B6,CLT,DTW,A380,6,6,7,1,74,8.3,8,1572,59,14,0
DL,SEA,BOS,E175,10,3,6,3,32,1.6,6,1580,69,10,0
AA,LAS,DFW,A319,1,5,11,6,63,6.7,8,1879,33,10,0
F9,SFO,DTW,737MAX,8,5,13,3,21,5.7,1,2399,20,1,0
WN,LGA,ATL,777,10,5,5,8,25,6.8,8,1644,45,24,1
DL,BOS,DFW,A319,12,5,10,10,40,0.8,8,1527,85,24,1
WN,DFW,LAS,A321,9,5,16,7,61,4.3,5,1246,8,21,1
B6,JFK,ORD,737,1,4,21,3,58,3.7,10,740,85,17,1
DL,ORD,DTW,A321,10,2,22,5,39,8.8,9,2766,25,11,0
WN,LAS,MIA,737MAX,10,5,19,5,50,3.9,5,672,81,21,1
UA,JFK,PHX,A380,6,4,21,10,52,8.0,8,2338,68,24,1
WN,MCO,ORD,A320,1,5,19,2,73,8.4,9,2211,2,19,1
AA,LGA,DTW,737,3,4,13,1,40,3.6,10,2518,11,8,0
WN,SFO,MCO,A380,8,2,22,3,26,7.2,10,2320,39,8,0
UA,MIA,LAX,A320,8,1,11,1,1,3.9,5,2169,58,5,0
NK,JFK,BOS,787,9,2,10,4,40,4.9,10,187,69,17,1
NK,DTW,ATL,777,12,0,7,4,15,8.3,7,2772,67,16,1
AS,ATL,MIA,737MAX,6,1,18,3,5,2.5,4,1596,83,18,1
F9,ATL,MIA,A321,12,4,17,10,53,3.2,7,1643,51,29,1
WN,SFO,DFW,A319,10,0,21,1,34,6.8,3,359,55,2,0
DL,MCO,EWR,787,6,6,11,4,60,8.1,2,605,73,9,0
B6,SEA,EWR,A320,5,5,14,4,69,6.5,4,2139,38,13,0
WN,LAX,LAS,A321,2,3,13,5,66,1.1,10,2067,51,22,1
F9,ATL,SFO,787,2,1,12,2,25,1.8,8,1381,63,11,0
DL,ATL,MSP,A321,2,5,14,2,42,6.0,4,550,18,11,0
UA,MSP,CLT,A320,10,6,21,6,14,7.2,10,825,80,17,1
AA,SFO,MCO,737,11,3,16,9,7,5.1,10,1783,36,14,0
F9,LAX,DEN,A350,4,4,7,7,57,4.5,4,862,69,14,0
UA,SFO,ATL,A320,1,0,20,2,37,7.1,7,1426,87,16,1
UA,LGA,ORD,787,12,6,5,6,41,7.9,2,892,40,11,0
DL,MIA,EWR,737MAX,1,5,22,2,62,4.6,8,551,83,17,1
NK,SEA,MSP,737,3,1,10,4,6,9.9,6,2987,49,17,1
F9,ATL,LGA,777,2,6,18,10,21,1.1,10,2605,66,20,1
DL,EWR,MCO,777,9,3,17,1,46,9.4,1,2832,72,6,0
DL,CLT,LGA,777,10,0,21,3,27,6.8,3,1725,31,7,0
NK,BOS,MSP,A319,7,2,11,9,74,7.0,2,761,81,20,1
F9,LGA,MIA,A350,7,3,20,4,31,2.9,10,1929,50,18,1
DL,SFO,DTW,737MAX,4,1,13,9,9,7.7,8,1720,47,10,0
B6,EWR,CLT,737MAX,8,5,12,2,42,4.1,10,1549,86,24,1
WN,LAX,SFO,737MAX,1,3,9,9,33,1.2,6,337,65,23,1
WN,MSP,EWR,787,7,2,7,8,2,9.2,3,1662,4,12,0
DL,DFW,DEN,A380,8,2,5,6,37,1.1,6,641,8,18,1
UA,LAS,EWR,A320,4,0,9,4,39,3.4,10,2345,71,9,0
F9,SFO,ORD,787,6,1,10,6,54,8.2,3,420,62,12,0
AA,PHX,MIA,737,11,4,15,4,64,1.4,4,1404,36,20,1
WN,DFW,MSP,A319,2,2,14,2,50,9.5,1,1772,82,16,1
UA,ATL,LGA,737,5,3,16,2,52,0.4,5,1040,16,17,1
WN,DEN,LGA,A320,11,0,17,1,29,3.2,5,2587,29,17,1
DL,CLT,LGA,A321,6,3,13,3,62,8.6,3,2642,27,6,0
F9,SEA,LGA,787,2,5,15,1,7,1.7,8,734,23,12,0
DL,BOS,DFW,A350,8,6,19,10,38,3.7,3,2516,47,22,1
AA,ATL,LAX,777,7,6,17,5,73,2.9,8,2744,80,20,1
F9,SEA,SFO,A320,8,0,19,4,26,2.3,10,2180,67,11,0
B6,ORD,CLT,E175,3,4,17,10,54,4.2,10,2772,71,31,1
WN,LGA,EWR,737MAX,8,5,5,4,33,1.2,6,2144,51,20,1
DL,MCO,ORD,737,12,1,8,6,33,9.9,5,1511,87,14,0
UA,ATL,MSP,737MAX,9,6,5,1,3,5.3,8,1652,46,21,1
AA,PHX,MCO,A321,6,4,9,5,75,1.8,7,1401,63,21,1
UA,BOS,LGA,E175,12,5,13,2,77,9.4,8,1023,7,19,1
B6,SFO,ATL,A380,1,5,7,5,27,8.8,8,1890,78,11,0
AA,SEA,DFW,737MAX,6,1,20,4,7,2.2,4,457,15,7,0
AA,LGA,LAX,A321,7,2,16,1,43,7.0,3,397,25,11,0
NK,ATL,JFK,A350,11,3,17,9,0,5.5,2,915,23,12,0
WN,CLT,EWR,737MAX,6,5,7,5,13,8.9,5,1691,58,4,0
AS,CLT,LAS,A319,4,4,18,9,70,2.7,9,1144,43,21,1
UA,BOS,MSP,A350,5,4,8,6,73,0.7,6,1910,10,15,0
UA,CLT,LAS,A319,11,2,8,6,16,9.1,4,2690,10,15,0
DL,CLT,EWR,E175,9,6,11,1,49,6.7,7,526,78,11,0
F9,DTW,PHX,A380,10,2,9,7,17,3.0,8,1645,22,8,0
UA,DFW,ATL,A321,7,2,16,5,13,2.2,8,730,60,19,1
AA,CLT,ORD,A319,12,6,21,2,7,5.5,5,1289,66,3,0
F9,BOS,LGA,A350,11,1,16,5,72,6.5,7,636,42,23,1
B6,DTW,SFO,E175,9,1,22,10,17,3.9,9,2636,42,10,0
DL,LAS,BOS,E175,1,1,18,2,33,8.4,8,1546,69,13,0
WN,SFO,LAS,737,2,5,11,6,15,8.1,7,313,49,15,0
AS,MSP,DFW,A321,12,2,7,5,69,7.6,6,2740,75,22,1
WN,LAS,MSP,737MAX,9,3,14,1,0,1.8,2,1527,58,6,0
DL,EWR,JFK,737MAX,12,2,15,2,48,9.5,3,967,69,12,0
NK,DTW,ATL,A319,6,0,6,5,22,3.9,10,1135,11,9,0
B6,DFW,BOS,A321,2,2,15,9,25,8.2,10,1237,9,21,1
AA,BOS,MIA,E175,1,5,20,6,63,2.4,7,618,17,16,1
AA,EWR,LGA,777,7,3,10,9,44,6.2,6,2529,35,11,0
B6,ORD,CLT,E175,11,1,21,7,32,0.5,4,1319,61,15,0
DL,CLT,DTW,E175,12,0,18,9,47,7.7,4,2940,29,20,1
AA,DTW,LGA,A321,3,6,22,2,72,6.1,7,441,1,10,0
F9,DTW,DEN,A320,4,1,22,10,28,7.2,4,1374,4,11,0
NK,MIA,DEN,A321,8,1,11,5,46,3.8,2,1766,4,8,0
WN,EWR,JFK,A380,7,3,11,4,78,4.0,6,847,73,16,1
WN,ORD,ATL,E175,4,2,19,7,28,2.9,9,606,81,16,1
DL,BOS,DTW,777,12,2,22,1,71,6.4,3,1874,22,11,0
B6,BOS,CLT,A380,5,6,10,3,47,2.6,10,1752,62,21,1
UA,EWR,MIA,737MAX,9,2,10,7,24,7.5,5,2934,9,8,0
B6,ORD,PHX,E175,4,1,6,2,54,4.3,4,2138,25,7,0
AA,LGA,PHX,777,7,0,5,8,22,2.1,3,601,5,11,0
F9,MCO,MSP,E175,12,4,13,1,57,3.1,7,361,16,15,0
B6,LAS,SFO,E175,10,6,10,6,38,8.3,10,1980,39,12,0
DL,SFO,PHX,A380,4,2,8,9,42,6.0,3,1128,10,11,0
AS,CLT,LAX,737,8,6,22,4,14,6.8,9,303,63,7,0
AA,SEA,MCO,E175,10,2,18,7,15,8.3,2,2641,83,15,0
F9,EWR,CLT,A380,3,5,21,5,44,8.2,2,365,42,6,0
AS,CLT,MSP,737MAX,10,2,5,6,40,2.8,8,1801,2,8,0
AA,PHX,DTW,A320,3,1,9,9,0,4.1,6,2806,49,5,0
AS,CLT,JFK,A380,8,2,14,10,76,7.5,3,2105,20,24,1
B6,SEA,PHX,A321,1,4,13,9,44,9.5,3,2373,8,14,0
UA,LAS,SEA,A321,5,5,11,8,35,3.5,1,2885,74,12,0
B6,MCO,ATL,A380,2,3,18,9,55,8.0,4,913,70,24,1
B6,DTW,MSP,A380,4,2,17,2,61,9.1,2,1251,89,12,0
UA,LAS,EWR,A320,10,3,21,7,77,4.9,1,2938,84,19,1
AS,ATL,SFO,E175,4,0,15,7,33,8.3,5,2409,85,17,1
WN,MSP,DTW,777,12,4,21,10,9,5.7,2,796,78,9,0
UA,MCO,PHX,A321,7,2,12,8,10,8.7,10,338,47,22,1
NK,MCO,CLT,A321,3,3,10,5,74,1.1,7,2804,17,20,1
AS,DFW,MIA,A320,4,3,10,2,72,9.7,9,2747,49,12,0
B6,BOS,ATL,A350,2,6,21,7,50,7.2,5,310,34,16,1
NK,DFW,ATL,787,4,4,13,6,69,0.6,7,730,44,25,1
UA,SFO,LGA,A321,1,3,12,1,4,2.4,9,1459,6,9,0
B6,DFW,ORD,737,8,4,9,10,62,6.6,7,412,75,24,1
AA,MSP,DFW,787,10,2,9,5,3,3.4,6,1809,53,3,0
AS,JFK,DTW,777,11,5,22,1,75,9.2,6,893,9,9,0
DL,DEN,DFW,A319,11,5,20,10,5,6.5,5,641,77,14,0
WN,BOS,EWR,777,12,3,17,6,63,5.5,3,926,89,19,1
